,Smoking,Alcohol,Punctuality,Lying,Internet usage,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings
848,former smoker,drink a lot,i am often running late,everytime it suits me,few hours a day,male,right handed,college/bachelor degree,no,city,block of flats,5.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,19.0,184.0,60.0,4.0
849,current smoker,never,i am often running late,only to avoid hurting someone,most of the day,female,left handed,college/bachelor degree,no,village,house/bungalow,3.0,2.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,4.0,5.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.672293942403178,4.0,5.0,2.0,4.0,4.0,1.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,22.0,174.0,61.0,2.0
850,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,right handed,secondary school,yes,city,block of flats,4.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,3.0,4.0,1.0,5.0,3.0,4.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,17.0,175.0,68.0,0.0
851,current smoker,social drinker,i am often early,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,block of flats,5.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,1.0,3.3879396984924623,5.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,1.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,20.0,183.0,67.0,2.0
852,tried smoking,social drinker,i am often early,only to avoid hurting someone,few hours a day,male,right handed,secondary school,no,village,house/bungalow,5.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,19.0,175.0,75.0,2.0
853,former smoker,social drinker,i am always on time,sometimes,few hours a day,female,right handed,masters degree,no,village,house/bungalow,5.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0,3.113095238095238,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,30.0,175.0,68.0,4.0
854,tried smoking,drink a lot,i am often running late,sometimes,few hours a day,male,left handed,college/bachelor degree,yes,city,block of flats,5.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,5.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,5.0,4.0,1.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,27.0,180.0,75.0,0.0
855,current smoker,social drinker,i am always on time,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,house/bungalow,5.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,19.0,180.0,90.0,1.0
856,current smoker,drink a lot,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats,5.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,4.0,5.0,1.0,3.0,1.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,17.0,156.0,51.0,1.0
857,current smoker,social drinker,i am often early,everytime it suits me,most of the day,male,right handed,secondary school,no,village,block of flats,5.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,5.0,20.0,192.0,80.0,1.0
858,tried smoking,social drinker,i am often early,sometimes,few hours a day,male,right handed,secondary school,no,village,block of flats,3.0,1.0,3.0,3.0,2.0,5.0,2.761904761904762,2.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,1.0,1.0,3.686939182452642,2.0,5.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,3.8587064676616913,1.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,20.0,187.0,80.0,2.0
859,tried smoking,drink a lot,i am often early,sometimes,few hours a day,male,right handed,secondary school,no,city,block of flats,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,4.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,3.0,4.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,20.0,190.0,125.0,1.0
860,current smoker,social drinker,i am always on time,sometimes,few hours a day,male,right handed,secondary school,no,city,block of flats,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,20.0,182.0,88.0,2.0
861,tried smoking,drink a lot,i am often running late,sometimes,few hours a day,female,right handed,secondary school,no,city,house/bungalow,5.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.643712574850299,1.0,5.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,3.083416087388282,1.0,3.414101290963257,2.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,1.9125248508946322,2.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,1.0,2.0,2.7485089463220675,1.0,4.0,2.0,4.0,3.0,4.0,4.0,18.0,172.0,55.0,1.0
862,current smoker,social drinker,i am always on time,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,block of flats,5.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,2.165,2.0,4.0,5.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,21.0,187.0,80.0,2.0
863,current smoker,social drinker,i am often early,everytime it suits me,few hours a day,male,right handed,secondary school,no,village,block of flats,5.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,21.0,195.0,82.0,1.0
864,former smoker,drink a lot,i am often running late,sometimes,few hours a day,male,right handed,secondary school,no,village,house/bungalow,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,20.0,185.0,85.0,1.0
865,former smoker,social drinker,i am often early,sometimes,less than an hour a day,female,right handed,secondary school,no,city,block of flats,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,17.0,182.0,79.0,2.0
866,tried smoking,drink a lot,i am often early,sometimes,most of the day,male,right handed,college/bachelor degree,no,city,block of flats,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,23.0,185.0,90.0,1.0
867,never smoked,social drinker,i am always on time,never,few hours a day,female,right handed,masters degree,no,city,block of flats,5.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,25.0,172.0,56.0,1.0
868,current smoker,drink a lot,i am always on time,everytime it suits me,few hours a day,male,right handed,secondary school,yes,village,house/bungalow,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.7619521912350598,3.0,2.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.604187437686939,4.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,5.0,18.0,187.0,85.0,0.0
